Date,Mean Temp (C),Max Temp (C),Min Temp (C),R. Humidity (%),Wind Speed (m/s),S. Pressure (kPa),Incoming Radiation (MJ/m²),Outgoing Longwave Radiation (Rnl),Net Radiation (MJ/m²/day),ET0 (mm/day)
02-03-2000,26.15,35.87,18.01,22.0,3.65,96.4,1.874,-2.1405,-0.6975,5.5958
03-03-2000,25.66,35.51,17.02,25.81,3.02,96.47,1.8904,-2.0402,-0.5846,4.5086
04-03-2000,24.63,34.01,17.19,23.31,3.18,96.47,1.8723,-2.1309,-0.6892,4.7337
05-03-2000,23.19,32.97,14.87,20.12,2.45,96.46,1.8282,-2.2359,-0.8282,3.7836
06-03-2000,23.36,33.73,13.79,12.25,2.6,96.33,1.9181,-2.4082,-0.9313,4.3973
07-03-2000,22.43,32.47,13.26,31.0,2.84,96.47,1.8567,-1.9897,-0.56,3.6866
08-03-2000,22.21,32.8,12.76,9.25,2.7,96.56,1.9233,-2.509,-1.0281,4.585
09-03-2000,22.81,33.85,12.07,9.62,1.97,96.51,1.9405,-2.4893,-0.9951,3.4876
10-03-2000,24.25,36.06,14.31,8.5,2.09,96.38,1.9993,-2.5498,-1.0103,3.9015
11-03-2000,25.14,34.89,16.24,25.56,3.98,96.3,1.8999,-2.0794,-0.6165,5.5757
12-03-2000,24.87,33.85,16.98,32.81,4.4,96.19,1.9068,-1.9221,-0.4538,5.3926
13-03-2000,22.64,30.73,15.91,42.38,3.75,96.17,1.9803,-1.7582,-0.2334,3.8652
14-03-2000,22.98,33.67,12.94,15.5,1.83,96.44,1.9656,-2.3254,-0.8119,3.0773
15-03-2000,24.17,34.4,13.4,10.19,1.63,96.55,2.0926,-2.4218,-0.8105,2.9908
16-03-2000,24.82,35.41,14.65,14.56,1.77,96.38,2.0771,-2.3123,-0.7129,3.1557
17-03-2000,26.4,35.91,17.36,28.38,2.66,96.19,2.0753,-1.9429,-0.3449,3.9871
18-03-2000,26.26,35.9,17.33,18.69,2.32,96.32,2.109,-2.187,-0.563,3.9731
19-03-2000,25.96,36.54,16.13,7.12,1.73,96.42,2.0079,-2.6584,-1.1122,3.3435
20-03-2000,26.76,36.34,15.35,4.75,1.62,96.4,2.0019,-2.76,-1.2185,3.1775
21-03-2000,27.57,37.91,18.55,8.88,2.17,96.28,2.1272,-2.5527,-0.9147,4.2581
22-03-2000,27.3,36.51,18.22,18.31,2.8,96.27,2.0978,-2.2099,-0.5946,4.7712
23-03-2000,25.19,34.23,16.51,16.12,2.92,96.55,2.0287,-2.3172,-0.7551,4.8188
24-03-2000,25.02,35.09,16.24,13.81,3.5,96.8,2.3077,-2.2729,-0.4959,5.9116
25-03-2000,25.5,35.8,15.6,12.5,2.47,96.73,2.2844,-2.3223,-0.5633,4.4918
26-03-2000,26.57,36.7,17.29,11.19,2.4,96.66,2.3086,-2.374,-0.5964,4.5397
27-03-2000,27.19,37.12,17.77,9.5,2.12,96.58,2.3639,-2.4155,-0.5953,4.1764
28-03-2000,27.23,38.13,17.06,6.62,2.43,96.54,2.1704,-2.6601,-0.9889,4.8156
29-03-2000,28.48,39.09,16.66,7.75,2.19,96.51,2.2784,-2.5381,-0.7837,4.4339
30-03-2000,30.18,40.07,18.06,6.94,1.26,96.38,2.1237,-2.6697,-1.0345,2.5967
31-03-2000,31.3,41.98,21.13,8.62,1.75,96.2,2.1453,-2.6291,-0.9772,3.6891
01-04-2000,32.02,41.98,22.5,16.5,3.02,96.16,2.2058,-2.2463,-0.5478,5.772
02-04-2000,31.59,41.79,21.98,12.12,2.76,96.12,2.1237,-2.4775,-0.8423,5.5013
03-04-2000,31.97,42.32,21.94,10.31,2.41,96.1,2.0788,-2.5883,-0.9876,4.9526
04-04-2000,32.17,42.76,21.73,8.69,2.41,96.07,2.0779,-2.6782,-1.0782,5.0414
05-04-2000,31.96,41.81,21.93,11.25,2.98,96.08,2.0339,-2.5619,-0.9958,5.9131
06-04-2000,31.6,42.08,21.15,8.56,2.84,96.08,1.8913,-2.7821,-1.3258,5.7411
07-04-2000,32.16,42.5,21.65,8.94,1.78,96.25,1.9518,-2.7339,-1.231,3.6962
08-04-2000,33.6,42.55,25.45,12.5,3.75,96.31,2.2067,-2.4407,-0.7415,7.4289
09-04-2000,32.15,41.65,23.38,8.62,2.8,96.18,2.0148,-2.7384,-1.187,5.7417
10-04-2000,31.84,42.42,21.09,8.69,2.23,96.1,2.2127,-2.6247,-0.921,4.6997
11-04-2000,32.89,42.8,21.76,9.94,1.32,96.04,2.2931,-2.5105,-0.7448,2.8371
12-04-2000,33.76,43.52,23.05,10.56,1.46,95.99,2.2602,-2.5036,-0.7632,3.1505
13-04-2000,34.0,43.6,24.21,15.75,3.2,95.88,2.2533,-2.2724,-0.5373,6.3054
14-04-2000,32.84,41.64,24.23,26.75,4.16,95.82,2.2542,-1.8887,-0.153,6.7645
15-04-2000,31.77,40.6,22.4,34.88,3.54,95.98,2.2136,-1.688,0.0164,5.1864
16-04-2000,32.67,42.32,23.72,23.56,3.24,96.09,2.179,-2.0389,-0.3611,5.7172
17-04-2000,32.7,41.54,23.85,22.31,2.94,96.09,2.1056,-2.1021,-0.4808,5.2642
18-04-2000,33.55,42.83,24.01,16.0,3.35,96.15,2.3077,-2.2545,-0.4776,6.5039
19-04-2000,33.33,42.66,23.87,12.12,3.13,96.24,2.3302,-2.4249,-0.6306,6.3621
20-04-2000,33.37,43.08,23.18,11.5,3.2,96.12,2.3812,-2.4304,-0.5969,6.5493
21-04-2000,34.66,42.98,25.61,15.38,3.58,96.03,2.2732,-2.2856,-0.5353,6.9951
22-04-2000,33.17,40.21,26.05,21.0,4.41,96.11,1.0852,-2.5421,-1.7065,7.1976
23-04-2000,32.63,40.67,24.08,27.19,4.14,96.08,2.4339,-1.8272,0.0469,6.6728
24-04-2000,32.9,41.01,24.86,29.06,5.15,96.0,2.3976,-1.7845,0.0616,7.7885
25-04-2000,33.37,42.65,24.4,31.75,4.64,95.84,2.3803,-1.7027,0.1301,7.0594
26-04-2000,33.58,43.25,24.96,32.12,5.11,95.82,2.4702,-1.6667,0.2354,7.6845
27-04-2000,34.27,43.23,25.87,29.38,5.3,95.84,2.5436,-1.701,0.2576,8.2758
28-04-2000,34.32,43.17,25.84,25.69,4.9,95.88,2.5168,-1.8277,0.1103,8.1464
29-04-2000,33.9,42.54,25.69,26.0,4.77,96.01,2.5315,-1.8244,0.1248,7.8784
30-04-2000,34.23,42.57,25.63,21.44,4.65,96.11,2.503,-1.979,-0.0517,8.1581
01-05-2000,34.56,43.35,25.28,18.69,4.48,96.07,2.0822,-2.2431,-0.6397,8.1016
02-05-2000,35.37,44.68,25.8,18.44,4.23,96.06,2.0174,-2.2724,-0.7189,7.8819
03-05-2000,36.33,45.22,27.08,18.0,4.4,96.06,2.0701,-2.2549,-0.6609,8.3272
04-05-2000,36.26,45.1,27.04,16.06,4.17,96.0,2.1012,-2.3385,-0.7205,8.1166
05-05-2000,36.33,44.57,27.25,20.44,3.76,96.02,2.0511,-2.1455,-0.5661,7.0415
06-05-2000,36.5,44.7,28.03,20.88,3.68,95.99,1.747,-2.2414,-0.8962,6.8124
07-05-2000,34.28,42.52,25.97,27.44,3.05,96.04,1.6494,-2.0653,-0.7953,5.0993
08-05-2000,33.3,40.62,25.03,30.06,2.73,96.05,1.4291,-2.0596,-0.9593,4.2706
09-05-2000,31.73,37.94,26.61,45.75,2.06,96.13,1.8948,-1.539,-0.0801,2.6755
10-05-2000,30.07,36.63,23.89,56.69,2.14,96.09,2.2404,-1.2822,0.4428,2.2836
11-05-2000,29.8,36.38,23.1,55.12,3.2,96.02,2.3475,-1.2985,0.509,3.2541
12-05-2000,29.3,35.82,22.73,56.06,3.65,96.07,1.8965,-1.4086,0.0517,3.3739
13-05-2000,29.49,36.02,23.26,55.75,3.66,96.16,2.2213,-1.3342,0.3762,3.5146
14-05-2000,29.65,37.15,22.52,54.25,3.76,96.14,2.2386,-1.3554,0.3683,3.7432
15-05-2000,30.15,37.85,22.46,51.0,4.62,96.07,2.0641,-1.4409,0.1485,4.6719
16-05-2000,30.15,36.89,24.09,54.56,4.5,96.03,2.2758,-1.3203,0.432,4.3108
17-05-2000,30.34,37.16,23.98,55.88,4.53,95.91,2.3129,-1.2749,0.5061,4.2387
18-05-2000,28.59,32.2,25.67,64.31,2.93,95.76,1.4463,-1.3831,-0.2695,2.1532
19-05-2000,29.7,36.43,24.3,64.38,3.51,95.64,0.9599,-1.4219,-0.6828,2.5026
20-05-2000,28.9,35.26,23.6,65.62,4.41,95.81,1.7021,-1.2924,0.0182,3.0425
21-05-2000,30.3,37.25,23.64,61.5,4.34,95.84,2.1764,-1.1943,0.4815,3.5871
22-05-2000,31.17,38.96,24.2,58.06,5.05,95.82,2.3103,-1.1953,0.5837,4.5124
23-05-2000,30.8,38.44,23.22,55.0,4.26,95.81,2.2801,-1.279,0.4767,4.171
24-05-2000,31.5,39.68,23.37,48.75,4.41,95.78,2.2447,-1.3927,0.3357,4.914
25-05-2000,32.0,39.66,24.1,50.75,4.8,95.74,2.3812,-1.2893,0.5442,5.1185
26-05-2000,32.74,40.72,24.69,47.69,4.93,95.58,2.3976,-1.3238,0.5223,5.6335
27-05-2000,33.07,40.93,24.96,43.88,3.88,95.65,2.4036,-1.3999,0.4509,5.0247
28-05-2000,34.03,41.48,25.42,42.19,3.86,95.73,2.3319,-1.4111,0.3845,5.1915
29-05-2000,34.37,41.56,27.59,45.0,4.41,95.83,2.23,-1.3561,0.361,5.5684
30-05-2000,32.07,36.75,26.95,51.06,3.45,95.95,2.2559,-1.3042,0.4329,3.8595
31-05-2000,31.08,35.69,26.79,54.75,3.63,95.91,1.9535,-1.3437,0.1605,3.5931
01-06-2000,32.64,39.62,24.98,49.38,3.01,95.68,1.9198,-1.3919,0.0863,3.548
02-06-2000,34.31,40.93,27.15,43.62,3.67,95.58,2.1583,-1.4064,0.2555,4.8425
03-06-2000,33.26,40.15,27.28,52.06,2.92,95.5,2.16,-1.2528,0.4104,3.4313
04-06-2000,32.25,39.05,26.01,56.69,4.11,95.37,2.2844,-1.1729,0.5861,4.0406
05-06-2000,33.31,40.03,26.62,53.12,3.17,95.16,1.9976,-1.2509,0.2873,3.5296
06-06-2000,33.49,39.42,28.08,54.94,2.3,94.9,2.0019,-1.1973,0.3441,2.6155
07-06-2000,31.17,35.81,26.33,63.56,1.58,95.0,1.5336,-1.2224,-0.0415,1.3723
08-06-2000,29.33,34.37,24.97,71.0,1.69,95.31,1.0446,-1.2808,-0.4764,1.0048
09-06-2000,28.23,31.65,25.33,71.75,2.83,95.61,1.9405,-1.169,0.3253,1.7783
10-06-2000,30.28,37.23,24.25,60.56,3.91,95.64,2.1764,-1.2243,0.4515,3.3958
11-06-2000,30.44,37.55,24.14,60.19,4.68,95.69,2.1505,-1.228,0.4279,3.9317
12-06-2000,30.07,36.88,24.02,61.5,4.88,95.73,2.1583,-1.2194,0.4425,3.8869
13-06-2000,29.03,34.01,24.92,65.19,5.27,95.74,1.931,-1.2496,0.2373,3.5462
14-06-2000,30.23,36.55,25.02,59.75,5.35,95.77,2.0088,-1.2794,0.2674,4.31
15-06-2000,30.36,37.33,24.44,57.56,5.49,95.75,1.8654,-1.3495,0.0869,4.6145
16-06-2000,30.57,37.34,25.06,56.75,5.35,95.69,1.8671,-1.3571,0.0805,4.6345
17-06-2000,30.3,37.41,24.65,55.81,5.84,95.7,2.1401,-1.334,0.3139,5.0919
18-06-2000,30.76,38.19,23.94,54.12,5.0,95.53,2.0874,-1.3525,0.2548,4.731
19-06-2000,30.2,36.12,25.15,56.38,4.87,95.49,0.9746,-1.5764,-0.826,4.0533
20-06-2000,28.27,32.1,24.84,59.38,4.16,95.61,0.661,-1.6804,-1.1715,3.0265
21-06-2000,29.98,35.94,24.5,58.62,3.95,95.69,0.7163,-1.586,-1.0345,3.1461
22-06-2000,30.91,37.2,25.1,53.44,4.41,95.74,1.9941,-1.3785,0.157,4.3247
23-06-2000,31.45,38.71,24.98,52.12,4.76,95.77,1.9112,-1.4037,0.0679,4.7886
24-06-2000,31.36,37.52,25.41,52.31,5.22,95.7,1.8766,-1.4052,0.0398,5.0373
25-06-2000,31.53,38.75,25.12,49.5,5.77,95.67,1.7539,-1.4995,-0.149,5.7881
26-06-2000,31.58,38.89,24.77,50.0,5.44,95.71,1.9129,-1.445,0.0279,5.5261
27-06-2000,31.92,38.8,25.01,49.06,4.73,95.71,2.0866,-1.4056,0.201,5.1118
28-06-2000,31.98,38.65,25.61,49.31,4.02,95.67,2.0719,-1.4025,0.1928,4.4899
29-06-2000,29.93,34.96,25.59,64.88,3.12,95.56,1.2528,-1.334,-0.3694,2.2826
30-06-2000,30.22,35.08,25.48,70.5,1.98,95.34,1.7453,-1.1033,0.2406,1.425
01-07-2000,30.37,35.79,26.05,68.88,1.61,95.38,1.5396,-1.1695,0.0161,1.2068
02-07-2000,27.57,31.07,24.92,79.62,2.7,95.58,1.3124,-1.1868,-0.1763,1.1141
03-07-2000,27.26,31.25,23.88,78.0,2.34,95.62,1.0878,-1.275,-0.4374,0.986
04-07-2000,29.15,35.08,23.83,70.56,2.43,95.57,2.0753,-1.1135,0.4845,1.7334
05-07-2000,29.73,34.98,24.69,69.31,2.57,95.59,2.1159,-1.0913,0.538,1.9071
06-07-2000,30.25,35.84,25.2,68.88,2.2,95.54,2.122,-1.0695,0.5645,1.7421
07-07-2000,28.26,31.55,25.38,76.88,2.73,95.51,1.3807,-1.1745,-0.1114,1.3129
08-07-2000,29.13,34.55,24.29,71.94,1.7,95.39,1.4351,-1.2038,-0.0987,1.0811
09-07-2000,28.43,33.73,24.49,76.06,2.51,95.27,0.9521,-1.2618,-0.5287,1.1722
10-07-2000,27.23,30.76,24.49,80.38,2.98,95.29,0.9573,-1.2571,-0.52,1.0657
11-07-2000,27.38,31.15,24.12,82.56,2.26,95.27,1.4187,-1.1267,-0.0343,0.8387
12-07-2000,26.37,29.05,24.24,87.69,3.58,95.14,0.8916,-1.1974,-0.5108,0.7243
13-07-2000,25.17,27.9,23.44,88.75,6.13,95.01,0.6895,-1.3034,-0.7725,0.9544
14-07-2000,26.55,31.07,23.48,80.94,6.83,95.21,1.3478,-1.2283,-0.1905,2.1009
15-07-2000,25.88,31.04,23.23,84.0,5.94,95.33,0.8925,-1.3122,-0.625,1.4953
16-07-2000,26.05,30.97,22.59,81.56,5.55,95.45,0.6592,-1.3774,-0.8698,1.5894
17-07-2000,25.26,28.62,23.04,86.5,4.72,95.46,0.7154,-1.3313,-0.7804,0.9501
18-07-2000,25.4,29.03,23.31,86.06,5.49,95.41,0.4251,-1.3851,-1.0578,1.076
19-07-2000,25.01,27.77,23.16,86.69,4.95,95.4,0.6592,-1.353,-0.8454,0.9487
20-07-2000,24.76,27.36,23.09,87.75,4.9,95.49,0.2281,-1.4313,-1.2556,0.7555
21-07-2000,25.9,30.73,22.7,79.75,5.5,95.69,0.7983,-1.3947,-0.78,1.7687
22-07-2000,25.43,30.51,22.15,79.19,4.47,96.0,0.8796,-1.4207,-0.7434,1.5329
23-07-2000,25.82,31.04,22.01,78.25,4.3,95.96,0.8096,-1.4227,-0.7993,1.5555
24-07-2000,26.15,31.32,22.44,77.5,4.17,95.89,1.8697,-1.2072,0.2325,1.8315
25-07-2000,25.86,31.11,22.04,77.88,3.87,96.02,1.7211,-1.2461,0.0792,1.6583
26-07-2000,24.83,28.51,22.26,82.44,3.58,96.0,1.5759,-1.2587,-0.0453,1.1706
27-07-2000,24.77,28.36,21.95,84.94,2.88,95.87,1.3867,-1.258,-0.1902,0.8013
28-07-2000,25.75,30.34,22.16,79.31,3.18,95.82,0.8994,-1.3855,-0.6929,1.1279
29-07-2000,25.76,29.73,22.84,82.25,2.88,95.88,1.2191,-1.2733,-0.3346,0.9437
30-07-2000,25.67,29.69,22.77,82.75,2.82,96.0,0.8752,-1.3359,-0.662,0.814
31-07-2000,25.69,30.14,22.53,80.62,3.05,95.92,1.7271,-1.2076,0.1223,1.21
01-08-2000,25.88,30.69,22.44,77.88,3.41,95.86,2.0935,-1.1666,0.4454,1.5907
02-08-2000,25.87,30.86,21.96,77.12,3.61,95.97,2.0883,-1.1767,0.4313,1.7044
03-08-2000,26.44,31.68,22.37,76.75,3.26,96.0,1.9267,-1.1843,0.2993,1.5995
04-08-2000,26.64,32.03,22.57,76.44,3.13,96.05,1.7565,-1.2123,0.1402,1.5411
05-08-2000,26.76,31.99,22.05,77.06,2.74,96.0,1.9941,-1.1425,0.393,1.4107
06-08-2000,27.27,32.75,22.42,74.75,2.81,95.89,1.9068,-1.1683,0.3,1.5681
07-08-2000,27.58,32.94,22.62,73.38,2.54,95.87,1.9691,-1.1589,0.3573,1.5453
08-08-2000,27.41,32.49,22.76,73.5,2.66,95.87,1.9233,-1.1747,0.3063,1.5737
09-08-2000,26.55,31.94,23.51,78.5,2.95,95.73,1.7021,-1.1996,0.111,1.3438
10-08-2000,26.01,28.94,23.12,86.69,2.2,95.47,1.1327,-1.1874,-0.3152,0.5276
11-08-2000,26.96,30.74,23.79,87.38,1.98,95.3,1.2044,-1.1022,-0.1748,0.4955
12-08-2000,25.65,27.68,23.47,91.25,2.79,95.6,1.0152,-1.157,-0.3753,0.3894
13-08-2000,25.67,29.77,22.86,85.75,3.48,96.03,1.2312,-1.216,-0.268,0.8962
14-08-2000,24.94,28.35,22.48,85.44,3.78,96.08,1.2217,-1.2653,-0.3246,0.9458
15-08-2000,25.13,28.67,22.65,84.88,3.35,96.01,1.3409,-1.2395,-0.207,0.9224
16-08-2000,25.02,28.75,22.6,86.12,3.7,96.01,1.3729,-1.2226,-0.1655,0.9255
17-08-2000,25.96,30.44,22.6,83.06,3.84,95.8,1.4066,-1.204,-0.1209,1.2118
18-08-2000,25.83,29.5,23.23,83.0,3.52,95.74,1.6641,-1.1617,0.1197,1.1845
19-08-2000,25.12,27.8,23.39,87.5,3.69,95.74,0.8718,-1.2855,-0.6142,0.7165
20-08-2000,25.01,28.29,22.85,85.75,4.05,95.74,0.6255,-1.3706,-0.889,0.8493
21-08-2000,26.01,29.85,23.09,87.5,3.12,95.55,0.502,-1.2907,-0.9042,0.5478
22-08-2000,26.64,30.08,23.87,87.62,1.98,95.51,0.6722,-1.2085,-0.6909,0.342
23-08-2000,27.12,30.55,23.73,87.81,1.7,95.5,1.4688,-1.029,0.1019,0.4872
24-08-2000,27.92,32.12,24.43,84.0,2.33,95.37,1.9587,-0.9569,0.5513,0.961
25-08-2000,28.39,32.69,25.11,81.25,3.48,95.28,1.8757,-0.9862,0.4581,1.4587
26-08-2000,27.83,31.83,23.9,81.25,1.99,95.53,1.7271,-1.0411,0.2888,0.9039
27-08-2000,26.58,30.21,23.9,86.75,2.71,95.71,1.029,-1.1646,-0.3723,0.6453
28-08-2000,26.33,30.07,23.65,86.62,3.22,95.69,1.2588,-1.1423,-0.173,0.8146
29-08-2000,25.78,29.02,23.76,87.94,3.41,95.68,0.9452,-1.2169,-0.4891,0.6786
30-08-2000,25.92,30.37,23.06,83.12,4.52,95.7,1.2338,-1.2334,-0.2834,1.3363
31-08-2000,26.0,31.11,22.22,81.88,4.37,95.7,1.2597,-1.2409,-0.2709,1.4085
01-09-2000,25.96,30.6,22.34,81.75,3.77,95.76,1.1655,-1.261,-0.3636,1.2299
02-09-2000,26.32,31.45,22.46,81.12,3.19,95.76,1.4731,-1.1879,-0.0536,1.1978
03-09-2000,25.61,29.72,22.75,82.75,2.97,95.8,1.1059,-1.2788,-0.4272,0.9154
04-09-2000,25.31,29.76,22.19,84.38,3.3,95.93,0.9089,-1.312,-0.6121,0.8531
05-09-2000,24.47,27.18,22.16,89.25,3.3,95.96,0.356,-1.3911,-1.117,0.4004
06-09-2000,24.45,27.44,22.35,88.88,3.0,95.84,0.235,-1.4277,-1.2467,0.338
07-09-2000,25.62,30.26,22.17,83.5,2.77,95.92,0.6558,-1.3556,-0.8507,0.7099
08-09-2000,24.8,28.98,21.94,84.62,2.19,96.17,1.398,-1.2333,-0.1569,0.6569
09-09-2000,25.44,30.23,21.66,80.94,2.82,96.19,1.1267,-1.3076,-0.44,0.9717
10-09-2000,25.04,30.05,21.33,80.31,2.81,96.12,1.0999,-1.3493,-0.5024,0.9818
11-09-2000,25.23,30.39,21.19,79.19,2.73,96.08,1.6062,-1.2394,-0.0026,1.1475
12-09-2000,25.34,30.65,20.15,77.88,2.06,96.16,1.6874,-1.2254,0.0739,0.9796
13-09-2000,26.05,32.1,20.45,71.62,1.69,96.26,1.7885,-1.2626,0.1146,1.092
14-09-2000,26.36,33.17,20.36,67.69,1.81,96.15,1.8239,-1.3033,0.1011,1.3261
15-09-2000,26.21,33.33,20.35,64.06,2.36,96.02,1.709,-1.4024,-0.0865,1.7939
16-09-2000,26.61,33.83,20.33,67.12,2.72,96.06,1.8766,-1.2848,0.1602,1.929
17-09-2000,27.11,34.07,21.19,65.31,2.6,96.21,1.8991,-1.2838,0.1785,1.9857
18-09-2000,27.08,33.85,21.12,64.94,2.23,96.11,1.766,-1.3215,0.0383,1.723
19-09-2000,27.52,34.25,20.88,64.19,1.76,96.12,1.8161,-1.2925,0.1059,1.459
20-09-2000,28.14,34.98,21.45,61.69,1.71,96.17,1.7807,-1.3148,0.0563,1.5263
21-09-2000,28.92,35.74,23.92,62.94,1.3,96.2,1.8101,-1.2564,0.1373,1.2082
22-09-2000,28.12,35.15,22.37,68.06,2.07,96.3,1.912,-1.1752,0.2971,1.5861
23-09-2000,27.9,34.61,22.22,68.75,1.8,96.3,1.7919,-1.1997,0.1801,1.3416
24-09-2000,27.68,34.19,22.46,69.44,1.29,96.27,1.6286,-1.2392,0.0149,0.9356
25-09-2000,27.55,33.35,22.26,69.0,1.05,96.25,1.5708,-1.2594,-0.0499,0.7588
26-09-2000,28.06,34.52,23.49,62.5,1.13,96.27,1.7522,-1.3117,0.0375,1.0329
27-09-2000,27.93,36.38,21.36,60.12,1.73,96.33,1.6528,-1.3891,-0.1165,1.5803
28-09-2000,28.1,36.79,20.95,57.75,1.16,96.24,1.8922,-1.3519,0.1051,1.2224
29-09-2000,28.63,37.7,20.87,58.75,1.09,96.19,1.7487,-1.3461,0.0004,1.108
30-09-2000,28.53,37.08,20.3,58.25,1.07,96.14,1.5561,-1.4037,-0.2056,1.0296
01-10-2000,29.05,37.58,21.19,56.88,1.09,96.2,1.6494,-1.3799,-0.1099,1.126
02-10-2000,28.55,37.67,22.11,52.0,1.66,96.29,1.8732,-1.4464,-0.004,1.9063
03-10-2000,27.49,37.48,19.47,51.75,2.06,96.3,1.849,-1.4922,-0.0685,2.2644
04-10-2000,27.59,37.15,19.47,53.06,1.52,96.28,1.8196,-1.4646,-0.0635,1.6696
05-10-2000,27.82,37.32,20.26,53.25,1.48,96.3,1.7185,-1.4857,-0.1625,1.6032
06-10-2000,28.12,37.64,20.51,53.19,1.19,96.32,1.639,-1.497,-0.235,1.2896
07-10-2000,28.82,37.62,21.04,51.94,0.82,96.31,1.7652,-1.4402,-0.0811,0.9639
08-10-2000,29.15,36.97,23.25,51.38,1.02,96.24,1.709,-1.4594,-0.1435,1.1896
09-10-2000,28.76,35.0,23.67,57.69,1.89,96.12,1.7358,-1.3318,0.0048,1.8502
10-10-2000,28.01,35.14,23.33,57.25,1.79,96.22,1.4213,-1.4811,-0.3867,1.6663
11-10-2000,28.09,35.4,20.3,55.56,1.04,96.32,1.7755,-1.3699,-0.0027,1.1121
12-10-2000,29.63,37.21,22.85,52.44,1.38,96.3,1.6736,-1.4057,-0.117,1.5649
13-10-2000,29.21,36.27,22.75,51.31,1.07,96.19,1.5362,-1.4869,-0.3041,1.1878
14-10-2000,28.98,37.3,22.66,51.44,2.05,96.16,1.6321,-1.4734,-0.2167,2.2633
15-10-2000,27.78,37.6,20.63,39.25,1.66,96.31,1.7064,-1.7532,-0.4393,2.2624
16-10-2000,25.69,36.73,16.87,30.12,2.23,96.44,1.7038,-1.9979,-0.686,3.2679
17-10-2000,25.33,36.65,16.18,35.75,2.27,96.31,1.7565,-1.8527,-0.5002,3.0715
18-10-2000,26.32,37.66,16.91,37.88,1.73,96.15,1.7418,-1.7873,-0.4461,2.3583
19-10-2000,27.26,38.53,18.26,33.69,1.65,96.15,1.7487,-1.8544,-0.5079,2.4408
20-10-2000,28.13,39.16,19.32,29.69,1.31,96.24,1.7375,-1.9332,-0.5953,2.0756
21-10-2000,28.52,39.23,18.96,24.06,1.38,96.25,1.7254,-2.0657,-0.7371,2.3348
22-10-2000,27.94,39.12,18.01,21.0,1.77,96.15,1.7107,-2.1657,-0.8484,3.0614
23-10-2000,27.3,37.53,18.31,29.75,2.07,96.17,1.7004,-1.9364,-0.6271,3.1405
24-10-2000,27.59,36.76,19.48,35.75,1.75,96.36,1.7315,-1.7678,-0.4346,2.4871
25-10-2000,27.8,37.51,19.15,27.62,1.36,96.51,1.6546,-1.9914,-0.7174,2.1504
26-10-2000,27.33,37.75,18.37,23.19,1.7,96.49,1.6183,-2.1372,-0.8911,2.8047
27-10-2000,26.49,37.16,18.1,18.56,1.94,96.43,1.588,-2.301,-1.0782,3.3079
28-10-2000,25.76,36.94,16.69,18.94,1.74,96.52,1.5733,-2.2939,-1.0824,2.9257
29-10-2000,25.7,36.71,16.64,22.44,1.79,96.57,1.4913,-2.2341,-1.0859,2.8568
30-10-2000,26.25,36.24,17.32,33.62,1.38,96.55,1.6019,-1.8782,-0.6447,1.9538
31-10-2000,26.65,37.13,19.06,24.25,1.21,96.39,1.531,-2.1562,-0.9774,1.9115
01-11-2000,25.15,36.08,16.23,19.69,1.91,96.49,1.671,-2.1937,-0.9071,3.177
02-11-2000,24.61,35.18,15.76,23.56,2.02,96.65,1.6157,-2.1185,-0.8744,3.1408
03-11-2000,24.94,35.16,16.58,26.94,2.04,96.82,1.5759,-2.0532,-0.8397,3.0468
04-11-2000,25.3,35.11,17.42,25.62,1.74,96.89,1.6217,-2.0507,-0.802,2.6916
05-11-2000,25.49,35.5,17.39,24.25,1.59,96.69,1.6528,-2.0601,-0.7874,2.5272
06-11-2000,25.59,35.2,17.44,19.88,1.09,96.44,1.5949,-2.1947,-0.9666,1.7694
07-11-2000,25.54,35.4,17.17,22.56,1.2,96.53,1.62,-2.105,-0.8576,1.9218
08-11-2000,25.12,34.83,17.05,27.06,1.44,96.65,1.5474,-2.0368,-0.8453,2.1564
09-11-2000,26.71,35.77,18.98,25.25,1.15,96.61,1.569,-2.0421,-0.8339,1.8012
10-11-2000,27.06,36.03,19.11,24.81,0.92,96.67,1.5483,-2.0528,-0.8606,1.4221
11-11-2000,26.58,35.55,18.57,24.81,1.17,96.78,1.5483,-2.0525,-0.8603,1.833
12-11-2000,25.71,34.8,16.88,23.06,1.12,96.56,1.4973,-2.1215,-0.9686,1.7279
13-11-2000,25.55,33.95,16.53,23.81,0.83,96.37,1.5319,-2.0661,-0.8865,1.2255
14-11-2000,25.4,34.87,16.42,22.81,1.27,96.51,1.5578,-2.0889,-0.8894,2.0013
15-11-2000,24.24,34.35,15.76,22.0,1.95,96.65,1.4792,-2.1747,-1.0357,3.023
16-11-2000,24.23,34.41,15.4,21.06,1.9,96.75,1.4653,-2.1992,-1.0709,2.9767
17-11-2000,23.91,33.21,14.84,20.31,1.43,96.7,1.4144,-2.2293,-1.1402,2.2001
18-11-2000,24.91,34.32,16.5,16.62,1.14,96.51,1.4342,-2.3254,-1.221,1.8399
19-11-2000,23.83,34.62,14.6,19.06,1.89,96.45,1.442,-2.2587,-1.1483,3.0096
20-11-2000,22.6,33.36,14.3,14.94,1.99,96.49,1.3764,-2.4212,-1.3614,3.2113
21-11-2000,22.95,33.08,13.73,18.44,1.49,96.53,1.3859,-2.292,-1.2249,2.3074
